rev_Mean;mou_Mean;totmrc_Mean;da_Mean;ovrmou_Mean;ovrrev_Mean;vceovr_Mean;datovr_Mean;roam_Mean;change_mou;change_rev;drop_vce_Mean;drop_dat_Mean;blck_vce_Mean;blck_dat_Mean;unan_vce_Mean;unan_dat_Mean;plcd_vce_Mean;plcd_dat_Mean;recv_vce_Mean;recv_sms_Mean;comp_vce_Mean;comp_dat_Mean;custcare_Mean;ccrndmou_Mean;cc_mou_Mean;inonemin_Mean;threeway_Mean;mou_cvce_Mean;mou_cdat_Mean;mou_rvce_Mean;owylis_vce_Mean;mouowylisv_Mean;iwylis_vce_Mean;mouiwylisv_Mean;peak_vce_Mean;peak_dat_Mean;mou_peav_Mean;mou_pead_Mean;opk_vce_Mean;opk_dat_Mean;mou_opkv_Mean;mou_opkd_Mean;drop_blk_Mean;attempt_Mean;complete_Mean;callfwdv_Mean;callwait_Mean;churn;months;uniqsubs;actvsubs;new_cell;crclscod;asl_flag;totcalls;totmou;totrev;adjrev;adjmou;adjqty;avgrev;avgmou;avgqty;avg3mou;avg3qty;avg3rev;avg6mou;avg6qty;avg6rev;prizm_social_one;area;dualband;refurb_new;hnd_price;phones;models;hnd_webcap;truck;rv;ownrent;lor;dwlltype;marital;adults;infobase;income;numbcars;HHstatin;dwllsize;forgntvl;ethnic;kid0_2;kid3_5;kid6_10;kid11_15;kid16_17;creditcd;eqpdays;Customer_ID
62,0525;599,25;41,325;1,98;59,5;23,7475;21,7;2,0475;0,0;133,75;60,6775;0,0;0,0;4,666666667;0,0;43,33333333;0,0;152,6666667;2,333333333;45,66666667;0,0;104,6666667;2,333333333;13,33333333;30,0;20,88;21,66666667;0,0;95,98333333;1,11;99,17333333;11,66666667;16,83333333;7,666666667;12,09666667;68,0;0,666666667;91,97666667;0,966666667;82,33333333;1,666666667;103,18;0,143333333;4,666666667;155,0;107,0;0,0;0,666666667;0;7;2;1;U;EA;Y;2188;4771,0;376,36;311,87;4502,0;2045;62,37;900,4;409,0;555;250;42;;;;C;MIDWEST AREA;N;N;129,9899902;3,0;3,0;WCMB;0,0;0,0;;;;U;;;;;;;0,0;G;U;U;U;U;U;N;80,0;1097584
22,695;25,75;23,58;0,0;0,0;0,0;0,0;0,0;1,615;-0,75;-1,285;0,666666667;0,0;0,333333333;0,0;0,0;0,0;12,33333333;0,0;2,666666667;0,0;11,33333333;0,0;0,0;0,0;0,0;2,0;0,0;12,22666667;0,0;3,12;4,0;5,143333333;1,666666667;2,59;12,0;0,0;13,61666667;0,0;2,0;0,0;1,73;0,0;1,0;12,33333333;11,33333333;0,0;0,0;0;10;1;1;U;AA;N;207;653,0;356,2;290,19;650,0;204;32,24;72,22;22,67;26;13;23;83,0;24,0;31,0;C;MIDWEST AREA;Y;R;39,98999023;1,0;1,0;WCMB;1,0;0,0;O;7,0;S;M;2,0;M;8,0;2,0;C;A;0,0;N;U;U;U;U;U;Y;299,0;1085477
23,7925;88,25;19,99;0,0;9,75;3,8025;3,8025;0,0;0,0;-0,25;-3,8025;4,666666667;0,0;1,666666667;0,0;12,33333333;0,0;58,33333333;0,0;6,666666667;0,0;40,0;0,0;0,666666667;7,0;6,623333333;4,333333333;0,0;52,22666667;0,0;9,02;9,333333333;4,596666667;2,0;0,593333333;40,0;0,0;46,31333333;0,0;6,0;0,0;14,93333333;0,0;6,333333333;58,33333333;40,0;0,0;0,0;1;19;1;1;U;A2;N;565;919,0;305,71;297,39;890,0;547;17,49;52,35;32,18;88;45;25;78,0;42,0;23,0;T;NEW YORK CITY AREA;N;R;9,989997864;2,0;2,0;;0,0;0,0;O;2,0;S;U;3,0;M;7,0;1,0;C;A;1,0;B;Y;Y;U;U;U;Y;461,0;1044246
34,335;157,75;43,4575;0,495;0,0;0,0;0,0;0,0;0,0;-36,75;-3,355;1,333333333;0,0;1,666666667;0,0;4,0;0,0;51,66666667;0,0;0,333333333;0,0;44,66666667;0,0;0,0;0,0;0,0;0,0;0,0;125,1633333;0,0;0,843333333;3,0;2,006666667;0,0;0,0;31,33333333;0,0;73,54333333;0,0;13,66666667;0,0;52,46333333;0,0;3,0;51,66666667;44,66666667;0,0;0,0;0;7;1;1;U;AA;N;168;652,0;257,93;197,95;640,0;164;32,99;106,67;27,33;170;42;36;107,0;27,0;33,0;S;MIDWEST AREA;Y;N;149,9899902;1,0;1,0;WCMB;0,0;0,0;O;11,0;;S;1,0;M;5,0;;C;;0,0;U;U;U;U;U;U;Y;227,0;1075470
63,715;604,5;50,0;3,465;41,0;10,25;10,25;0,0;0,0;158,5;32,235;10,33333333;0,0;0,666666667;0,0;13,0;0,0;144,3333333;0,0;48,0;0,0;124,0;0,0;0,0;0,0;0,0;21,66666667;0,0;258,1033333;0,0;132,4766667;16,33333333;11,27;1,333333333;2,786666667;125,6666667;0,0;287,8;0,0;34,33333333;0,0;102,7766667;0,0;11,0;144,3333333;124,0;0,0;2,0;0;37;1;1;U;A;N;1903;5521,0;1438,6;1387,1;5149,0;1780;53,35;198,04;68,46;552;185;53;518,0;182,0;55,0;U;LOS ANGELES AREA;Y;N;149,9899902;2,0;2,0;WCMB;0,0;0,0;O;7,0;S;M;2,0;M;9,0;2,0;C;A;0,0;H;U;U;U;U;U;Y;301,0;1098629
107,6425;679,0;34,98;0,0;228,5;68,55;68,55;0,0;0,55;-187,0;-28,5225;3,0;0,0;8,333333333;0,0;30,33333333;0,0;201,0;0,0;80,33333333;0,0;160,0;0,0;0,0;0,0;0,0;32,33333333;0,333333333;266,13;0,0;176,3133333;21,66666667;36,86;10,0;26,87;149,0;0,0;285,5866667;0,0;90,66666667;0,0;156,8566667;0,0;11,33333333;201,0;160,0;0,0;1,0;0;24;1;1;U;AA;N;2083;4162,0;1047,61;992,61;4148,0;2076;52,24;218,32;109,26;741;376;117;458,0;240,0;80,0;T;DALLAS AREA;Y;N;29,98999023;2,0;1,0;;0,0;0,0;O;13,0;S;M;5,0;M;7,0;3,0;I;A;0,0;G;U;U;U;U;Y;Y;582,0;1022027
65,23;1321,5;44,95;0,7425;82,75;29,2375;29,2375;0,0;0,0;644,5;-19,41;16,0;0,0;16,33333333;0,0;60,0;0,0;348,6666667;0,0;104,6666667;0,0;262,0;0,0;2,0;10,66666667;9,523333333;50,66666667;0,0;746,7566667;0,0;368,0033333;48,66666667;59,12;5,0;27,66;120,6666667;0,0;271,1466667;0,0;229,0;0,0;843,6166667;0,0;32,33333333;348,6666667;262,0;0,0;7,333333333;1;16;1;1;U;AA;N;4440;12811,0;798,63;740,54;12084,0;4213;56,96;929,54;324,08;1107;363;72;982,0;341,0;60,0;C;NEW ENGLAND AREA;Y;N;149,9899902;1,0;1,0;WCMB;0,0;0,0;;;;U;;;;;;;0,0;I;U;U;U;U;U;N;473,0;1047689
65,7675;375,75;54,99;1,485;77,0;26,95;26,425;0,525;0,0;-119,75;-13,7975;1,333333333;0,0;1,0;0,0;37,0;0,0;147,0;4,333333333;7,666666667;0,0;107,6666667;4,333333333;1,666666667;17,0;16,09;2,0;0,0;327,9233333;4,67;23,02;19,66666667;37,26;3,666666667;10,92333333;80,0;3,0;271,03;2,146666667;34,33333333;1,333333333;79,91;2,523333333;2,333333333;151,3333333;112,0;0,0;1,666666667;0;8;1;1;U;EA;Y;750;2509,0;658,97;593,99;2477,0;743;84,86;353,86;106,14;416;113;71;361,0;106,0;57,0;R;ATLANTIC SOUTH AREA;Y;N;149,9899902;4,0;4,0;WCMB;0,0;0,0;O;;;S;1,0;M;4,0;2,0;C;;0,0;N;U;U;U;U;U;Y;160,0;1072236
30,26;136,75;39,99;0,0;0,0;0,0;0,0;0,0;0,0;-37,75;-0,27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;9;1;1;U;BA;N;436;1094,0;302,6;242,62;1094,0;436;30,33;136,75;54,5;149;61;31;153,0;61,0;31,0;S;CENTRAL/SOUTH TEXAS AREA;Y;N;149,9899902;1,0;1,0;WCMB;1,0;0,0;R;15,0;S;S;3,0;M;6,0;1,0;I;A;0,0;N;U;U;Y;U;U;Y;283,0;1066412
14,42;167,25;10,0;0,0;3,25;1,3;1,3;0,0;0,0;64,75;1,82;3,666666667;0,0;1,333333333;0,0;23,66666667;0,0;53,66666667;0,0;29,66666667;0,0;27,33333333;0,0;1,333333333;8,666666667;8,136666667;18,0;0,333333333;65,29666667;0,0;64,45666667;16,33333333;31,01666667;11,33333333;25,63333333;21,66666667;0,0;75,79666667;0,0;21,33333333;0,0;53,95666667;0,0;5,0;53,66666667;27,33333333;0,0;0,0;0;20;2;2;U;DA;N;849;3058,0;879,2;845,07;3030,0;837;44,48;159,47;44,05;146;44;14;109,0;38,0;12,0;U;NEW YORK CITY AREA;N;N;129,9899902;3,0;3,0;WCMB;0,0;0,0;O;12,0;;S;1,0;M;7,0;;C;;0,0;Z;U;U;U;U;U;Y;262,0;1039202
60,485;650,0;69,99;0,495;0,0;0,0;0,0;0,0;0,0;-64,0;-0,495;7,0;0,0;5,666666667;0,0;65,33333333;0,666666667;271,0;1,0;96,33333333;0,0;195,0;0,333333333;1,0;3,333333333;2,626666667;50,0;0,0;252,5066667;0,1;170,5066667;19,33333333;13,72;8,666666667;11,15333333;164,3333333;0,333333333;240,1366667;0,1;125,0;0,0;182,8766667;0,0;12,66666667;272,0;195,3333333;0,0;1,0;0;10;1;1;U;CA;Y;1676;3781,0;581,32;501,34;3765,0;1668;55,7;418,33;185,33;671;300;61;543,0;240,0;58,0;R;NORTH FLORIDA AREA;Y;N;149,9899902;1,0;1,0;WCMB;0,0;0,0;O;7,0;S;A;3,0;M;3,0;;;A;0,0;Z;U;U;U;U;U;Y;299,0;1073376
49,1625;769,0;44,99;0,0;18,25;6,3875;6,3875;0,0;0,0;265,0;11,3775;4,0;0,0;10,0;0,0;51,0;0,333333333;248,0;0,333333333;78,33333333;0,0;184,6666667;0,0;11,33333333;22,66666667;17,16;38,0;0,333333333;385,3933333;0,0;268,53;48,0;53,66;2,333333333;3,006666667;120,6666667;0,0;187,5233333;0,0;140,6666667;0,0;466,3966667;0,0;14,0;248,3333333;184,6666667;0,0;0,666666667;0;19;1;1;Y;ZA;N;3746;8916,0;768,92;725,61;8859,0;3731;40,31;492,17;207,28;681;211;46;452,0;148,0;47,0;U;DALLAS AREA;Y;R;29,98999023;4,0;4,0;WCMB;0,0;0,0;;4,0;M;U;2,0;M;1,0;1,0;C;N;0,0;U;U;U;U;U;U;N;68,0;1028311
29,8975;2,5;32,5325;0,0;0,0;0,0;0,0;0,0;0,0;-2,5;19,0925;0,0;0,0;0,0;0,0;0,0;0,0;6,0;0,0;0,0;0,0;6,0;0,0;3,333333333;3,333333333;0,953333333;0,0;0,0;4,84;0,0;0,0;0,0;0,0;0,0;0,0;2,666666667;0,0;0,873333333;0,0;3,333333333;0,0;3,966666667;0,0;0,0;6,0;6,0;0,0;0,0;1;13;1;1;U;EA;Y;553;3060,0;552,57;516,95;3053,0;549;47,0;277,55;49,91;157;24;40;154,0;25,0;45,0;U;NEW ENGLAND AREA;T;N;99,98999023;2,0;1,0;WCMB;1,0;1,0;O;1,0;M;S;1,0;M;3,0;;B;C;0,0;S;U;U;U;U;U;Y;356,0;1083406
31,5575;174,0;30,0;0,0;1,25;0,4375;0,4375;0,0;1,12;-101,0;2,9225;1,666666667;0,0;0,666666667;0,0;10,0;0,0;32,0;0,0;1,333333333;0,0;19,66666667;0,0;0,333333333;0,333333333;0,073333333;1,333333333;0,0;111,6633333;0,0;0,893333333;3,333333333;2,143333333;0,666666667;0,4;18,0;0,0;78,86333333;0,0;3,0;0,0;33,69333333;0,0;2,333333333;32,0;19,66666667;0,0;0,0;1;23;1;1;U;AA;N;554;3052,0;494,69;464,69;2784,0;511;30,98;185,6;34,07;208;36;31;237,0;40,0;31,0;S;MIDWEST AREA;Y;N;29,98999023;1,0;1,0;;1,0;1,0;O;5,0;S;M;4,0;M;4,0;3,0;;A;0,0;S;U;U;U;U;U;Y;673,0;1032398
118,2275;847,75;71,4425;1,485;180,75;72,3;72,3;0,0;0,0;57,25;3,5525;9,333333333;0,0;0,333333333;0,0;39,33333333;0,0;170,6666667;0,0;117,0;0,0;124,3333333;0,0;0,333333333;2,333333333;2,173333333;60,0;0,0;228,8966667;0,0;442,3866667;41,33333333;53,70666667;6,333333333;38,83;154,3333333;0,0;467,8966667;0,0;58,66666667;0,0;203,3866667;0,0;9,666666667;170,6666667;124,3333333;0,0;2,333333333;0;51;1;1;N;C;N;3355;10868,0;2389,79;2304,27;10801,0;3325;47,03;220,43;67,86;829;211;117;593,0;146,0;91,0;S;SOUTHWEST AREA;Y;N;149,9899902;2,0;2,0;WCMB;0,0;0,0;O;0,0;M;M;1,0;M;8,0;1,0;C;B;0,0;N;U;U;U;U;U;Y;199,0;1000645
85,58;591,0;56,1575;0,0;135,75;33,975;33,975;0,0;0,0;42,0;23,23;5,0;0,0;2,666666667;0,0;11,66666667;0,0;210,0;0,0;55,66666667;0,0;191,0;0,0;0,0;0,0;0,0;41,0;0,0;398,25;0,0;52,89666667;58,66666667;65,27666667;11,33333333;23,79666667;85,0;0,0;143,5966667;0,0;142,6666667;0,0;307,55;0,0;7,666666667;210,0;191,0;0,0;2,333333333;1;26;2;2;U;A;N;4695;12609,0;1572,85;1367,2;11875,0;4462;56,97;494,79;185,92;577;221;78;507,0;195,0;65,0;U;NEW YORK CITY AREA;Y;N;149,9899902;2,0;2,0;WCMB;0,0;0,0;;;M;U;2,0;M;;;G;;0,0;F;U;U;U;U;U;Y;533,0;1013268
30,485;84,75;29,99;0,495;0,0;0,0;0,0;0,0;0,0;-18,75;-0,495;1,0;0,0;0,666666667;0,0;1,666666667;0,0;28,33333333;0,0;5,333333333;0,0;25,0;0,0;0,0;0,0;0,0;3,333333333;0,0;60,31666667;0,0;6,996666667;4,666666667;6,213333333;2,333333333;2,303333333;15,33333333;0,0;27,65333333;0,0;14,33333333;0,0;39,66;0,0;1,666666667;28,33333333;25,0;0,0;0,333333333;0;19;1;1;N;AA;N;555;1784,0;641,35;577,5;1777,0;551;32,08;98,72;30,61;91;41;31;67,0;31,0;31,0;C;TENNESSEE AREA;Y;N;29,98999023;1,0;1,0;;0,0;0,0;O;2,0;M;S;1,0;M;9,0;1,0;C;O;0,0;G;U;U;U;U;U;Y;575,0;1042021
48,78;729,5;44,99;0,0;38,5;13,475;13,475;0,0;0,0;135,5;40,11;1,666666667;0,0;7,666666667;0,0;13,0;0,0;107,6666667;0,0;18,66666667;0,0;86,33333333;0,0;0,0;0,0;0,0;3,666666667;0,0;535,3166667;0,0;150,6433333;12,33333333;50,02666667;0,666666667;1,2;41,33333333;0,0;155,2933333;0,0;62,66666667;0,0;530,6666667;0,0;9,333333333;107,6666667;86,33333333;0,0;0,0;1;23;1;1;N;A;N;2029;13051,0;1356,35;1166,85;12576,0;1874;53,04;571,64;85,18;684;102;36;663,0;86,0;36,0;T;DALLAS AREA;Y;N;29,98999023;1,0;1,0;;0,0;0,0;O;1,0;;U;2,0;M;5,0;;I;;0,0;N;U;U;U;U;U;Y;711,0;1017189
63,8175;561,5;50,0;0,7425;60,25;18,075;18,075;0,0;0,0;237,5;54,4725;14,33333333;0,0;0,666666667;0,0;27,33333333;0,0;207,0;0,0;67,33333333;0,0;167,3333333;0,0;0,0;0,0;0,0;40,0;0,333333333;282,9133333;0,0;97,15;43,0;33,52;9,0;17,4;139,6666667;0,0;285,1066667;0,0;76,66666667;0,0;94,95666667;0,0;15,0;207,0;167,3333333;0,0;1,333333333;1;49;3;2;U;A;N;4143;8342,0;1015,61;1015,61;8342,0;4143;35,02;287,66;142,86;482;213;46;408,0;184,0;46,0;S;LOS ANGELES AREA;N;N;129,9899902;6,0;4,0;WCMB;0,0;0,0;O;4,0;S;M;3,0;M;8,0;2,0;C;A;0,0;G;U;U;U;U;U;Y;278,0;1097946
39,99;547,75;49,99;0,0;0,0;0,0;0,0;0,0;0,0;228,25;0,0;2,333333333;0,0;1,0;0,0;18,66666667;0,0;131,3333333;0,0;17,0;0,0;110,0;0,0;0,0;0,0;0,0;3,333333333;0,0;336,9966667;0,0;54,92333333;0,0;0,0;0,0;0,0;78,0;0,0;149,6633333;0,0;48,33333333;0,0;242,2566667;0,0;3,333333333;131,3333333;110,0;0,0;1,666666667;0;28;1;1;U;AA;N;1645;5200,0;1101,09;1070,13;5200,0;1645;39,63;192,59;60,93;472;128;40;465,0;116,0;40,0;T;NORTH FLORIDA AREA;Y;N;29,98999023;2,0;1,0;WC;0,0;0,0;O;15,0;S;M;3,0;M;3,0;2,0;I;A;0,0;N;U;U;U;U;U;Y;641,0;1020154
57,39;499,25;44,99;0,0;64,0;22,4;22,4;0,0;0,0;-89,25;-22,4;2,333333333;0,0;7,333333333;0,0;24,33333333;0,0;123,0;0,0;31,66666667;0,0;90,33333333;0,0;0,0;0,0;0,0;12,66666667;0,0;307,0566667;0,0;79,84;8,333333333;14,76333333;2,333333333;10,85666667;78,0;0,0;242,86;0,0;42,66666667;0,0;144,0366667;0,0;9,666666667;123,0;90,33333333;0,0;1,333333333;1;11;1;1;N;AA;N;1128;4299,0;556,33;520,71;4278,0;1114;52,07;427,8;111,4;529;123;65;430,0;113,0;50,0;T;TENNESSEE AREA;Y;R;99,98999023;1,0;1,0;WCMB;0,0;0,0;O;1,0;S;M;2,0;M;7,0;1,0;C;A;0,0;N;U;U;U;U;U;Y;319,0;1079480
76,435;1233,75;85,0;0,0;0,0;0,0;0,0;0,0;0,0;97,25;-1,435;14,66666667;0,0;0,333333333;0,0;74,33333333;0,0;309,0;0,0;268,0;0,0;224,6666667;0,0;0,0;0,0;0,0;202,0;0,666666667;727,8033333;0,0;298,35;32,66666667;38,60666667;2,0;0,813333333;164,6666667;0,0;436,4066667;0,0;179,0;0,0;589,74;0,0;15,0;309,0;224,6666667;0,0;0,0;1;13;4;4;U;A;N;3647;14282,0;1253,88;1146,59;13964,0;3565;104,24;1269,45;324,09;1201;356;77;1163,0;313,0;90,0;C;NEW YORK CITY AREA;Y;N;199,9899902;2,0;2,0;WCMB;0,0;0,0;;1,0;M;B;1,0;M;4,0;;;F;0,0;G;U;U;U;U;U;Y;181,0;1050016
